
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 18:25:49.614810 | pp4rosie#2007 | jek play https://youtu.be/O1E_EtiBpSM
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-04 19:29:09.638762 | แว่นแดง#5640 | jek claim
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-04 19:29:29.333714 | แว่นแดง#5640 | jek bet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-04 19:33:18.733863 | JuuGTR#1213 | jek cotton
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-04 20:12:26.110492 | JuuGTR#1213 | jek 9
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-05 06:10:56.465124 | แว่นแดง#5640 | Jek claim
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-05 10:20:42.303772 | แว่นแดง#5640 | jek bet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-05 10:20:51.001439 | แว่นแดง#5640 | jek bet 500
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-05 10:21:06.728395 | แว่นแดง#5640 | jek bet 6500
[command] GLHFGGEZ | 2021-12-05 14:32:58.412872 | เพื่อนมึงไง#5065 | jek claim
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-05 15:59:23.273610 | แว่นแดง#5640 | jek claim
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-05 18:44:28.313390 | แว่นแดง#5640 | jek claim
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-05 18:44:39.545693 | แว่นแดง#5640 | jek bet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 10:08:32.676215 | QGIS#6129 | jek p fly me to the moon evan
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 10:09:09.488498 | JuuGTR#1213 | jek cotton
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 10:09:25.950571 | JuuGTR#1213 | jek p fly me to thew moon
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:12:48.735033 | แว่นแดง#5640 | jek แปล | 真的假的？
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:12:59.880452 | แว่นแดง#5640 | jek แปล | 你说谎了吗？
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:16:21.116989 | แว่นแดง#5640 | jek แปล | 我从小还没说谎。我是泰国的包拯。
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:16:43.667734 | pp4rosie#2007 | jek p https://youtu.be/0YbaoO3MYoc
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:18:25.439729 | pp4rosie#2007 | jek l
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:18:27.378534 | pp4rosie#2007 | jek leave
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:18:31.048953 | pp4rosie#2007 | jek p
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:18:44.954303 | pp4rosie#2007 | jek p https://youtu.be/0YbaoO3MYoc
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:22:22.304709 | pp4rosie#2007 | jek p https://youtu.be/_ASavK4fsxo
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:25:52.846029 | pp4rosie#2007 | jek p https://youtu.be/FZSVQRLVFy0
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:30:44.716075 | pp4rosie#2007 | jek p https://youtu.be/QTmBxrtrLcM
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:33:32.722184 | pp4rosie#2007 | jek p https://youtu.be/EmHYhDXz-Zs
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:37:04.213806 | pp4rosie#2007 | jek p chin cheng hanji origina
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:39:24.526131 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=G95b3ji-tek
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:40:03.869864 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=IzhSnBmm-OY
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:40:31.770681 | pp4rosie#2007 | jek p https://youtu.be/r7_6WFQL1FI
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:44:57.472150 | pp4rosie#2007 | jek p https://youtu.be/PrC4ThSceyU
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:45:13.369350 | pp4rosie#2007 | jek checkin
[command] Kanoon’s Best Amigos | 2021-12-06 11:45:19.754615 | pp4rosie#2007 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:45:26.088143 | pp4rosie#2007 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:45:32.336121 | pp4rosie#2007 | jek bet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:47:30.459449 | pp4rosie#2007 | jek p sicko bamba
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:53:11.473552 | pp4rosie#2007 | jek p san jin joeng wu dip mung
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 11:58:17.758409 | pp4rosie#2007 | jek p https://youtu.be/5ifWOfTBv_U
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 12:11:06.585895 | pp4rosie#2007 | jek p https://youtu.be/3ZnBxnajwHQ
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 12:11:17.894768 | JuuGTR#1213 | jek p lonesome town
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 12:15:29.218369 | แว่นแดง#5640 | jek checkin
[command] GLHFGGEZ | 2021-12-06 12:15:34.681446 | แว่นแดง#5640 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 12:15:47.431801 | pp4rosie#2007 | jek i'll never dance again herman's hermits
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 12:15:59.610004 | pp4rosie#2007 | jek p i'll never dance again herman's hermits
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 12:19:59.543621 | pp4rosie#2007 | jek p i'll never dance again the wynners
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 12:23:35.355375 | pp4rosie#2007 | jek p https://youtu.be/-0EAzuMjmfo
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 12:35:51.241334 | pp4rosie#2007 | jek p 瓦蓝蓝的天上飞老冷
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 12:36:43.254581 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=LyYdEJm3XZA
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 12:44:53.744708 | pp4rosie#2007 | jek p https://youtu.be/n2MgYGxf1qc
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 12:52:20.842543 | pp4rosie#2007 | jek p https://youtu.be/4Sr7-1G30A8
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 12:57:32.093767 | pp4rosie#2007 | jek p https://youtu.be/NCUT-ceiG9Q
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 13:02:25.964690 | pp4rosie#2007 | jek p https://youtu.be/PIRZubis8BY
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 13:04:38.486733 | pp4rosie#2007 | jek p https://youtu.be/Nq5k2oR-Qh4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 13:13:29.324411 | pp4rosie#2007 | jek p https://youtu.be/SpaGpQsvwGA?t=380
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 13:14:06.511159 | pp4rosie#2007 | jek p https://youtu.be/eOtATMfvfg8
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 13:18:48.212003 | pp4rosie#2007 | jek p https://youtu.be/M40SBBsSCIA
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 13:29:39.410941 | pp4rosie#2007 | jek p ai se eu te pego
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 13:42:52.518806 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=PAdoYxur2VI
[command] GLHFGGEZ | 2021-12-06 13:56:53.189490 | เพื่อนมึงไง#5065 | jek checkin
[command] GLHFGGEZ | 2021-12-06 13:56:56.887874 | เพื่อนมึงไง#5065 | jek bet
[command] GLHFGGEZ | 2021-12-06 13:58:18.873817 | แว่นแดง#5640 | jek wellet
[command] GLHFGGEZ | 2021-12-06 13:58:23.242364 | แว่นแดง#5640 | jek wallet
[command] GLHFGGEZ | 2021-12-06 13:58:38.720696 | แว่นแดง#5640 | jek bet 500
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 14:02:53.851423 | pp4rosie#2007 | jek p sukiyaki
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 14:09:51.122400 | pp4rosie#2007 | jek p 玩吓啦 温拿
[command] GLHFGGEZ | 2021-12-06 14:11:51.179420 | แว่นแดง#5640 | jek play https://www.youtube.com/watch?v=qfy2XozI-ew
[command] GLHFGGEZ | 2021-12-06 14:15:36.922799 | แว่นแดง#5640 | jek play https://www.youtube.com/watch?v=Yc-7IQqcqeM
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 14:20:24.907777 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=r8ZpJHopQJQ
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 14:23:59.020456 | pp4rosie#2007 | jek p https://youtu.be/ZFUupULqs9w
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 14:27:09.954274 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=QaJWCP9u1ew
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 14:33:47.115055 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=wtFrUcd1a00
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 17:28:35.024796 | pp4rosie#2007 | jek p https://youtu.be/GCnxcF49PMY
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 17:34:34.349644 | pp4rosie#2007 | jek p https://youtu.be/cyyZKzpyQHU
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 17:37:22.947402 | pp4rosie#2007 | jek p https://youtu.be/g9RYeLi9bhg
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 17:38:50.352857 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=5ifWOfTBv_U&t=127s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 17:40:05.149357 | pp4rosie#2007 | jek checkin
[command] Kanoon’s Best Amigos | 2021-12-06 17:40:10.808534 | pp4rosie#2007 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 17:47:30.059220 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=EmHYhDXz-Zs
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 17:50:47.104029 | pp4rosie#2007 | jek p https://youtu.be/a69toGGjoO0
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 17:54:54.525904 | pp4rosie#2007 | jek p https://youtu.be/_ASavK4fsxo
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 17:55:54.642954 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=8Uj0FQhSE50&t=15s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 17:57:35.755711 | pp4rosie#2007 | jek p casually explained french
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-06 18:02:16.605175 | pp4rosie#2007 | jek trans | des frites
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-07 16:22:46.499514 | แว่นแดง#5640 | jek claim
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-07 19:10:48.986640 | pp4rosie#2007 | jek ym_trigger
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 11:38:01.779572 | pp4rosie#2007 | jek p https://youtu.be/5ifWOfTBv_U
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 11:38:09.370987 | pp4rosie#2007 | jek p https://youtu.be/5ifWOfTBv_U
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 11:40:13.700183 | pp4rosie#2007 | jek p https://youtu.be/6823wDLdN7g
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 11:55:17.212481 | pp4rosie#2007 | jek p https://youtu.be/Q_ZPXQUCVf4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 12:00:07.241899 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=8Uj0FQhSE50&t=15s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 12:01:37.223114 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=hlPNMJ1Lv4E
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 12:04:07.676077 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=I4g6ohaclTA
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 12:05:57.191597 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=b10DA_boCqk&t=23s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 12:09:28.107890 | pp4rosie#2007 | jek p https://youtu.be/T8VS0lBwY7U
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 12:17:50.227925 | pp4rosie#2007 | jek p si tu n'existais pas
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 12:24:36.375371 | pp4rosie#2007 | jek p https://youtu.be/d-WMEARwQlw
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 12:29:22.094652 | pp4rosie#2007 | jek p https://youtu.be/J5jI59BQjzs
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 12:30:28.048119 | pp4rosie#2007 | jek p https://youtu.be/8A9VBHJGn6w
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 12:35:09.150167 | pp4rosie#2007 | jek p https://youtu.be/2PYpRWrUYsk
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 12:40:30.124620 | pp4rosie#2007 | jek p https://youtu.be/8ezhD4uLRQY
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 12:42:21.980796 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=xSVrXCbqrrI
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 12:51:15.902354 | pp4rosie#2007 | jek p 邓丽君 星 凤飞飞
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 12:58:38.855809 | pp4rosie#2007 | jek p https://youtu.be/6PSirtrGKqQ
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 13:02:58.687995 | pp4rosie#2007 | jek p https://youtu.be/y4_GQi2A6lY
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 13:16:09.006118 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=S_8-KZbT_8M
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 13:23:15.916882 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=CyVUCOBwPMg
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 13:34:00.639951 | pp4rosie#2007 | jek p champs elysees pamplamoose
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 13:36:33.295538 | pp4rosie#2007 | jek p https://youtu.be/FYhxlBd1DJI
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 13:38:20.297559 | pp4rosie#2007 | jek p https://youtu.be/ymtTUPqSFcM
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 13:43:21.296302 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=cyyZKzpyQHU
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 13:45:19.006704 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=sTalSASit4U
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 13:54:14.735934 | pp4rosie#2007 | jek checkin
[command] Kanoon’s Best Amigos | 2021-12-08 13:54:20.348744 | pp4rosie#2007 | jek checkin
[command] Kanoon’s Best Amigos | 2021-12-08 13:54:24.513063 | pp4rosie#2007 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 15:27:25.098427 | pp4rosie#2007 | jek p perfect symphony
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 15:28:53.627942 | pp4rosie#2007 | jek p perfect symphony
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 15:46:16.450218 | pp4rosie#2007 | jek leave
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 15:46:32.487198 | QGIS#6129 | Jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 15:46:48.227054 | pp4rosie#2007 | jek p ucl anthem
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 15:49:10.854008 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=X5pQ_sGcNg4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 15:54:04.664956 | pp4rosie#2007 | jek p crackerbox palace
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 16:01:56.759851 | JuuGTR#1213 | jek p Misty
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 16:26:14.099917 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=Dgb1qlcoJzQ
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 16:35:14.669615 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=OrMYSViRE3E
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 16:37:24.240333 | pp4rosie#2007 | jek p https://youtu.be/tbxblyMCUSo
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 16:52:05.893200 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=oH6tyEhMEZU
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 17:47:18.748175 | pp4rosie#2007 | jek p https://youtu.be/M40SBBsSCIA
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 18:18:40.150594 | pp4rosie#2007 | jek p https://youtu.be/y5Jj3NrXEUU
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-08 18:54:51.492996 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=pU6Qauildi0
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 04:59:18.266883 | pp4rosie#2007 | jek checkin
[command] Kanoon’s Best Amigos | 2021-12-09 04:59:24.325475 | pp4rosie#2007 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 06:26:11.541217 | QGIS#6129 | jek p Autume leaves Doris day
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 06:29:01.222171 | QGIS#6129 | jek leave
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 06:29:12.113170 | QGIS#6129 | jek p autume leave doris day
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 07:08:12.053201 | pp4rosie#2007 | jek p ดาวประดับใจ
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 07:15:06.985367 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=X5pQ_sGcNg4&t=4s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 07:33:26.754951 | pp4rosie#2007 | jek p permission to dance
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 07:46:56.910832 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=5ifWOfTBv_U&t=1078s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 07:52:40.598378 | pp4rosie#2007 | jek p 喜欢你在每一刻每一秒
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 07:57:22.196305 | pp4rosie#2007 | jek p 我只在乎你
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 08:05:27.011230 | pp4rosie#2007 | jek p 上海滩龙虎斗
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 08:08:22.345677 | pp4rosie#2007 | jek p ไอ้แดงไอ้เขียว
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 08:13:23.459757 | pp4rosie#2007 | jek p https://youtu.be/cNhlh8KaO00
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 08:15:58.855715 | pp4rosie#2007 | jek p perfect sarah francais
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 08:20:59.870282 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=F1ZyommhrVo
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 08:26:11.932450 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=uMEU2Jpj0Y4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 08:27:12.178329 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=EmHYhDXz-Zs
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 08:32:17.365976 | pp4rosie#2007 | jek p https://youtu.be/_HD8LDU4DZY
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 08:35:51.057759 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=gZgbF2TRK2k&t=69s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 08:40:54.099041 | pp4rosie#2007 | jek p https://youtu.be/Z1ZKaR-9Kt4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 08:43:52.163346 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=hcm55lU9knw
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 09:32:07.925704 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=QHIs8FLvmd4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 09:50:38.740481 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=NRSvm_YD33o
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 11:06:29.223661 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=5ifWOfTBv_U&t=1078s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 11:11:38.082298 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=X5pQ_sGcNg4&t=4s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 11:15:59.311779 | pp4rosie#2007 | jek p https://youtu.be/_ASavK4fsxo
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 11:19:52.242070 | pp4rosie#2007 | jek p tipsy wanuka
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 11:25:04.281371 | แว่นแดง#5640 | jek play Boku no Kokoro wo Tsukutteyo
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 11:29:32.297238 | แว่นแดง#5640 | jek play https://www.youtube.com/watch?v=8PHGRzf9opk
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 11:33:39.850044 | แว่นแดง#5640 | jek play https://www.youtube.com/watch?v=CEVnkN5w6lY
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 11:38:38.696449 | แว่นแดง#5640 | jek play https://www.youtube.com/watch?v=PFPtWInnYzw
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 11:43:00.159093 | แว่นแดง#5640 | jek play https://www.youtube.com/watch?v=PFPtWInnYzw
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 11:43:32.242822 | แว่นแดง#5640 | jek play Koko ni Inai Anata e
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 12:14:25.519493 | pp4rosie#2007 | jek p https://youtu.be/a6YyBA_0yts
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 12:15:05.275796 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=pWemV6TiUZE
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 12:15:36.050210 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=QRdqzmVtvcE
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 12:19:25.775731 | pp4rosie#2007 | jek p แดงกับเขียว
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 12:23:32.517157 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=cyyZKzpyQHU
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 12:26:34.528117 | pp4rosie#2007 | jek p https://youtu.be/4FFxD6-8hqs
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 12:29:46.648873 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=L1gf1JFDv3M
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 12:30:56.218091 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=YG4iTGjuoKw
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 12:35:42.260275 | pp4rosie#2007 | jek p https://youtu.be/LPxMBE-X_9Y
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 12:41:43.308297 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=RqTOYtN5cIs
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 12:44:08.169423 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=tbxblyMCUSo
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 12:46:22.601127 | pp4rosie#2007 | jek p https://youtu.be/CXDzG_7wTeM
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 12:50:47.672161 | pp4rosie#2007 | jek p https://youtu.be/9qTLOVC_khU
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 12:56:52.070065 | pp4rosie#2007 | jek p https://youtu.be/_S81DjBZEsk
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 13:08:05.336586 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=SfxW8AlOJH0
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 13:27:05.311245 | pp4rosie#2007 | jek p https://youtu.be/1JhYYUWOBBs
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 13:30:52.036369 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=X5pQ_sGcNg4&t=4s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 13:35:46.497515 | pp4rosie#2007 | jek p on etait beau
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 14:07:37.405620 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=_HD8LDU4DZY&t=63s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 14:17:36.101135 | pp4rosie#2007 | jek p hala madrid
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 14:37:51.058871 | pp4rosie#2007 | jek p https://youtu.be/Ff5qfLxOahI
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 14:48:48.950454 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=beamS4GZ5T8
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 14:53:43.411325 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=AJbXFpkoVT0
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 16:04:57.922435 | แว่นแดง#5640 | jek play https://www.youtube.com/watch?v=bcw46EMNRAk
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 16:09:27.342179 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=J2QXlws4ork
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 16:13:44.110964 | pp4rosie#2007 | jek p come and get your love
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 16:21:34.309683 | แว่นแดง#5640 | jek play https://www.youtube.com/watch?v=mMNnVzXhi6Q
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-09 21:24:52.647904 | JuuGTR#1213 | jek p Le Temps des Cerises
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-10 10:47:52.783703 | pp4rosie#2007 | jek checkin
