
[command] Kanoon’s Best Amigos | 2021-10-28 13:12:28.736071 | pleumpwr#4479 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 19:20:53.112941 | pp4rosie#2007 | jek refresh
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 19:27:57.339271 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=9bGMCwfqGuA
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:13:58.427304 | pp4rosie#2007 | jek match
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:14:12.846569 | pp4rosie#2007 | jek bet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:15:30.205569 | pp4rosie#2007 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:15:45.086160 | แว่นแดง#5640 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:15:50.019361 | pp4rosie#2007 | jek bet 950.0062347999931
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:16:44.483570 | แว่นแดง#5640 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:16:51.370655 | pp4rosie#2007 | jek bet 900
[command] GLHFGGEZ | 2021-11-05 20:16:51.880419 | แว่นแดง#5640 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:17:17.223743 | pp4rosie#2007 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:17:20.845851 | pp4rosie#2007 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:17:24.572881 | แว่นแดง#5640 | jek bet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:17:29.931918 | แว่นแดง#5640 | jek bet 100
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:17:30.102172 | pp4rosie#2007 | jek bet 100
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:17:40.954580 | pp4rosie#2007 | jek bet 100
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:17:47.324973 | QGIS#6129 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:17:57.277688 | QGIS#6129 | jek claim
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:17:59.934793 | pp4rosie#2007 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:18:04.336135 | แว่นแดง#5640 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:18:11.884083 | pp4rosie#2007 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:18:23.520285 | pp4rosie#2007 | jek claim 9999999999999999999999999
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:18:23.752323 | QGIS#6129 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:18:31.976241 | แว่นแดง#5640 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:18:55.078639 | QGIS#6129 | jek bet 100
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:19:11.960893 | QGIS#6129 | jek mybet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:19:20.568867 | pp4rosie#2007 | jek mybet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:19:50.881706 | QGIS#6129 | jek bet 100
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:20:10.803105 | แว่นแดง#5640 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:20:20.234939 | QGIS#6129 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:20:30.537663 | แว่นแดง#5640 | jek bet 100
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:20:43.718175 | QGIS#6129 | jek bet 200
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:21:09.035507 | QGIS#6129 | jek bet 100
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 20:24:54.912646 | pp4rosie#2007 | jek play 巩金瓯
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-05 21:13:33.735425 | pp4rosie#2007 | jek play super idol 的笑容
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 05:45:47.401801 | QGIS#6129 | Jek trans Lulu land
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 07:57:15.584801 | QGIS#6129 | Jek what | Caramel biscuit and cream specloos
[command] Kanoon’s Best Amigos | 2021-11-06 09:26:05.283058 | zearthz#2243 | jek play https://youtu.be/kTJczUoc26U
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 14:53:13.044032 | QGIS#6129 | jek claim
[command] Kanoon’s Best Amigos | 2021-11-06 15:57:15.275678 | zearthz#2243 | jek play https://youtu.be/ve_iZT4Huuo
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 17:05:24.224642 | QGIS#6129 | jek claim
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 17:05:33.167567 | QGIS#6129 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 17:06:23.268686 | แว่นแดง#5640 | jek claim
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 17:06:32.384097 | แว่นแดง#5640 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 17:06:45.819460 | QGIS#6129 | jek bet 100
[command] GLHFGGEZ | 2021-11-06 17:06:59.744786 | แว่นแดง#5640 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 17:07:13.097887 | แว่นแดง#5640 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 17:07:44.623428 | แว่นแดง#5640 | jek bet 100
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 17:07:56.476559 | แว่นแดง#5640 | jek bet 100
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 17:08:00.361090 | แว่นแดง#5640 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 17:09:21.912347 | แว่นแดง#5640 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 17:09:31.374254 | แว่นแดง#5640 | jek bet 101
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 17:09:52.438807 | แว่นแดง#5640 | jek walllet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 17:09:56.141585 | แว่นแดง#5640 | jek wallet
[command] GLHFGGEZ | 2021-11-06 18:14:23.118398 | เพื่อนมึงไง#5065 | jek checkin
[command] GLHFGGEZ | 2021-11-06 18:14:36.680502 | เพื่อนมึงไง#5065 | jek claim
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 19:09:40.770533 | pp4rosie#2007 | jek play tropical soda song
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 19:10:12.944197 | pp4rosie#2007 | jek play cookie run kingdom theme song
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 19:10:28.911116 | pp4rosie#2007 | jek play cookie run kingdom background song
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 19:28:43.137519 | pp4rosie#2007 | jek claim
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 20:42:40.044581 | QGIS#6129 | jek p https://www.youtube.com/watch?v=yRFy61Dmev0
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 20:42:57.475763 | QGIS#6129 | jek p https://www.youtube.com/watch?v=yRFy61Dmev0
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 20:43:19.260112 | QGIS#6129 | jek p https://www.youtube.com/watch?v=yRFy61Dmev0
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-06 20:43:27.318904 | QGIS#6129 | jek p https://www.youtube.com/watch?v=yRFy61Dmev0
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-07 01:50:46.005548 | pp4rosie#2007 | jek trans | 朋友是一个坚韧不拔的纪录片 在香港这座城市的设置 主演 钱德勒 佐欧斯 芙郭丝伊 瑞秋 莫尼卡 和一些其他他妈的演员
[command] Platelet NexLevel | 2021-11-07 14:33:06.845662 | Hiperity#8699 | jek p https://youtu.be/1dEL9WBL1Tg
[command] Kanoon’s Best Amigos | 2021-11-07 14:38:49.649965 | zearthz#2243 | jek play https://youtu.be/tzVJPgCn-Z8
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-07 15:36:41.197184 | แว่นแดง#5640 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-07 15:36:49.477523 | แว่นแดง#5640 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-07 15:37:00.135176 | แว่นแดง#5640 | jek claim
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-07 17:08:08.843896 | QGIS#6129 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-07 18:28:52.650524 | แว่นแดง#5640 | jek claim
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-07 18:31:28.723275 | แว่นแดง#5640 | jek claim
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-08 01:24:29.719771 | QGIS#6129 | Jek what | Is this an abusive behavior?
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-08 10:26:32.026513 | แว่นแดง#5640 | jek checkin
[command] GLHFGGEZ | 2021-11-08 10:26:42.679994 | แว่นแดง#5640 | jek checkin
[command] GLHFGGEZ | 2021-11-08 10:28:06.986141 | เพื่อนมึงไง#5065 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-08 14:09:29.586739 | QGIS#6129 | jek trans complementary goods
[guild join] Kanoon’s Best Amigos | 2021-11-08 14:20:16.306184
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-08 14:20:21.026175 | QGIS#6129 | jek trans texes and subsidies
[command] Kanoon’s Best Amigos | 2021-11-08 14:20:49.853656 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=DKpaKHUlyBY&t=159s
[command] Kanoon’s Best Amigos | 2021-11-08 14:21:12.577820 | pp4rosie#2007 | jek refresh
[command] Kanoon’s Best Amigos | 2021-11-08 14:21:42.833219 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=DKpaKHUlyBY&t=159s
[command] Kanoon’s Best Amigos | 2021-11-08 14:25:10.456433 | pp4rosie#2007 | jek play red sun in the sky
[command] Kanoon’s Best Amigos | 2021-11-08 14:26:22.461951 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=46pra8NwhzU
[command] Kanoon’s Best Amigos | 2021-11-08 14:28:18.963033 | pp4rosie#2007 | jek play https://youtu.be/1JhYYUWOBBs
[command] Kanoon’s Best Amigos | 2021-11-08 14:32:28.901989 | pp4rosie#2007 | jek play https://youtu.be/4REbp0s_G9w
[command] Kanoon’s Best Amigos | 2021-11-08 14:40:09.151609 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=SPizIaBPhSg
[command] Kanoon’s Best Amigos | 2021-11-08 14:44:37.681525 | pp4rosie#2007 | jek play ramenez la coupe a la maison
[command] Kanoon’s Best Amigos | 2021-11-08 14:48:08.543482 | Tree#8650 | jek play bitter sweet symphony
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-08 14:54:10.145665 | QGIS#6129 | jek trans surplus and shortage
[command] Kanoon’s Best Amigos | 2021-11-08 14:55:26.481199 | pp4rosie#2007 | jek play les champs elysees
[command] Kanoon’s Best Amigos | 2021-11-08 14:55:40.780674 | ....#6809 | Jek play https://www.youtube.com/watch?v=kTJczUoc26U
[command] Kanoon’s Best Amigos | 2021-11-08 14:56:30.151194 | zearthz#2243 | jek play https://youtu.be/tzVJPgCn-Z8
[command] Kanoon’s Best Amigos | 2021-11-08 14:59:18.147100 | pp4rosie#2007 | jek play 巩金瓯
[command] Kanoon’s Best Amigos | 2021-11-08 15:00:21.320313 | Tree#8650 | jek play brave
[command] Kanoon’s Best Amigos | 2021-11-08 15:10:58.486688 | pp4rosie#2007 | jek play balada boa
[command] Kanoon’s Best Amigos | 2021-11-08 15:23:08.610136 | Tree#8650 | jek play just the way you are
[command] Kanoon’s Best Amigos | 2021-11-08 15:27:16.298807 | Tree#8650 | jek play my on soul’s warning
[command] Kanoon’s Best Amigos | 2021-11-08 15:33:53.036751 | pp4rosie#2007 | jek play red sun in the sky
[command] Kanoon’s Best Amigos | 2021-11-08 15:38:01.922590 | Tree#8650 | Jek play รำไทเก๊ก
[command] Kanoon’s Best Amigos | 2021-11-08 15:48:09.949060 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=BWU8ILFzTRw
[command] Kanoon’s Best Amigos | 2021-11-08 15:48:54.245215 | Tree#8650 | jek play เพลงเต่า
[command] Kanoon’s Best Amigos | 2021-11-08 15:51:37.017495 | pp4rosie#2007 | jek play top 5 sound recorded
[command] Kanoon’s Best Amigos | 2021-11-08 15:51:50.882200 | Tree#8650 | jek play เต่าทะเล
[command] Kanoon’s Best Amigos | 2021-11-08 15:59:25.042002 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=gDdItXaswyw
[command] Kanoon’s Best Amigos | 2021-11-08 15:59:42.713402 | pp4rosie#2007 | jek refresh
[command] Kanoon’s Best Amigos | 2021-11-08 16:00:01.049082 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=gDdItXaswyw
[command] Kanoon’s Best Amigos | 2021-11-08 16:03:39.813525 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=tqxk6bOmJ2s
[command] Kanoon’s Best Amigos | 2021-11-08 16:03:54.175510 | pp4rosie#2007 | jek refresh
[command] Kanoon’s Best Amigos | 2021-11-08 16:04:05.896297 | pp4rosie#2007 | jek refresh
[command] Kanoon’s Best Amigos | 2021-11-08 16:04:11.788390 | pp4rosie#2007 | jek queue
[command] Kanoon’s Best Amigos | 2021-11-08 16:04:14.484775 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=tqxk6bOmJ2s
[command] Kanoon’s Best Amigos | 2021-11-08 16:04:28.918329 | pp4rosie#2007 | jek leave
[command] Kanoon’s Best Amigos | 2021-11-08 16:04:31.319095 | pp4rosie#2007 | jek join
[command] Kanoon’s Best Amigos | 2021-11-08 16:04:35.356231 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=tqxk6bOmJ2s
[command] Kanoon’s Best Amigos | 2021-11-08 16:05:03.443530 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=tqxk6bOmJ2s
[command] Kanoon’s Best Amigos | 2021-11-08 16:06:13.474559 | pp4rosie#2007 | jek play chinese squarehead man
[command] Kanoon’s Best Amigos | 2021-11-08 16:08:05.283618 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=Nf6UCfL_xCc
[command] Kanoon’s Best Amigos | 2021-11-08 16:12:07.244237 | Tree#8650 | Jek play ruin scape
[command] Kanoon’s Best Amigos | 2021-11-08 16:12:44.286802 | Tree#8650 | jek play RuneScape soundtrack
[command] Kanoon’s Best Amigos | 2021-11-08 16:15:28.236416 | Tree#8650 | jek play undertale
[command] Kanoon’s Best Amigos | 2021-11-08 16:17:36.228084 | zearthz#2243 | jek play https://youtu.be/lAGm9MTyRJ8
[command] Kanoon’s Best Amigos | 2021-11-08 16:18:14.283519 | Tree#8650 | jek play Megalovania
[command] Kanoon’s Best Amigos | 2021-11-08 16:18:31.824547 | pp4rosie#2007 | jek refresh
[command] Kanoon’s Best Amigos | 2021-11-08 16:19:03.765461 | Tree#8650 | jek play Megalovania
[command] Kanoon’s Best Amigos | 2021-11-08 16:19:47.455566 | Tree#8650 | jek play undertale papyrus theme
[command] Kanoon’s Best Amigos | 2021-11-08 16:21:36.877034 | Tree#8650 | jek play undertale papyrus theme
[command] Kanoon’s Best Amigos | 2021-11-08 16:22:10.335242 | pp4rosie#2007 | jek play 少女慈禧歌
[command] Kanoon’s Best Amigos | 2021-11-08 16:22:17.687749 | pp4rosie#2007 | jek refresh
[command] Kanoon’s Best Amigos | 2021-11-08 16:22:42.689845 | pp4rosie#2007 | jek play 少女慈禧柳影虹
[command] Kanoon’s Best Amigos | 2021-11-08 16:22:44.855035 | zearthz#2243 | jek play https://youtu.be/HsCp5LG_zNE
[command] Kanoon’s Best Amigos | 2021-11-08 16:23:59.645720 | pp4rosie#2007 | jek play san yin yoeng wu dip mung
[command] Kanoon’s Best Amigos | 2021-11-08 16:26:29.126014 | pp4rosie#2007 | jek play 上海滩 叶丽仪
[command] Kanoon’s Best Amigos | 2021-11-08 16:31:14.693954 | zearthz#2243 | jek play https://youtu.be/kTJczUoc26U
[command] Kanoon’s Best Amigos | 2021-11-08 16:56:26.992208 | ....#6809 | jek play https://www.youtube.com/watch?v=mgXnWynhNE8
[command] Kanoon’s Best Amigos | 2021-11-08 17:06:51.842465 | ....#6809 | jek play https://www.youtube.com/watch?v=7uxu4Z2HAnA
[command] Kanoon’s Best Amigos | 2021-11-08 17:11:44.831888 | zearthz#2243 | jek play https://youtu.be/WPdWvnAAurg
[command] Kanoon’s Best Amigos | 2021-11-08 17:17:21.273081 | zearthz#2243 | jek play https://youtu.be/4TWR90KJl84
[command] Kanoon’s Best Amigos | 2021-11-08 17:22:04.697913 | ....#6809 | jek play https://www.youtube.com/watch?v=nlnMDttgTbk
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-08 17:55:08.853423 | QGIS#6129 | jek trans discourage
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-09 08:42:36.543728 | แว่นแดง#5640 | jek what | 祝你生日快乐！张牙舞爪、健身操。祝你健康、步步高！肉的！
<@!327835727863873538>
[command] Kanoon’s Best Amigos | 2021-11-09 13:41:38.629173 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=gH7r-jbS22g
[command] Kanoon’s Best Amigos | 2021-11-09 13:41:58.003145 | pp4rosie#2007 | jek refresh
[command] Kanoon’s Best Amigos | 2021-11-09 13:42:07.375756 | pp4rosie#2007 | jek refresh
[command] Kanoon’s Best Amigos | 2021-11-09 13:42:13.059956 | pp4rosie#2007 | jek queue
[command] Kanoon’s Best Amigos | 2021-11-09 13:42:18.246516 | pp4rosie#2007 | jek clear
[command] Kanoon’s Best Amigos | 2021-11-09 13:42:23.505742 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=gH7r-jbS22g
[command] Kanoon’s Best Amigos | 2021-11-09 13:43:40.916591 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=qB9iL_ex8ZI
[command] Kanoon’s Best Amigos | 2021-11-09 13:44:06.086504 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=gfIe-HSep9g
[command] Kanoon’s Best Amigos | 2021-11-09 13:44:40.780139 | pp4rosie#2007 | jek play 一生何求 陈百强
[command] Kanoon’s Best Amigos | 2021-11-09 13:45:05.856459 | pp4rosie#2007 | jek join
[command] Kanoon’s Best Amigos | 2021-11-09 13:45:13.868497 | pp4rosie#2007 | jek refresh
[command] Kanoon’s Best Amigos | 2021-11-09 13:45:20.284262 | pp4rosie#2007 | jek queue
[command] Kanoon’s Best Amigos | 2021-11-09 13:45:30.700147 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=gfIe-HSep9g
[command] Kanoon’s Best Amigos | 2021-11-09 13:45:52.765248 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=qB9iL_ex8ZI
[command] Kanoon’s Best Amigos | 2021-11-09 13:46:16.807807 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=AiNNkwkCaj0
[command] Kanoon’s Best Amigos | 2021-11-09 13:54:58.770705 | pp4rosie#2007 | jek play le dieu sauve le roi
[command] Kanoon’s Best Amigos | 2021-11-09 14:03:03.606691 | pp4rosie#2007 | jek play https://youtu.be/4REbp0s_G9w
[command] Kanoon’s Best Amigos | 2021-11-09 14:08:11.402325 | pp4rosie#2007 | jek play les champs elysees pamplamoose
[command] Kanoon’s Best Amigos | 2021-11-09 14:09:49.656315 | pp4rosie#2007 | jek play et si tu n'existais pas
[command] Kanoon’s Best Amigos | 2021-11-09 14:41:55.858288 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=0fWjfGdSVHc
[command] Kanoon’s Best Amigos | 2021-11-09 14:47:55.331748 | pp4rosie#2007 | jek play juste une photo de toi
[command] Kanoon’s Best Amigos | 2021-11-09 14:54:37.962367 | pp4rosie#2007 | jek play https://youtu.be/Qow_XNBCdl0
[command] Kanoon’s Best Amigos | 2021-11-09 14:57:21.801498 | zearthz#2243 | jek play https://youtu.be/-DHWYGlhzRg
[command] Kanoon’s Best Amigos | 2021-11-09 14:57:34.491330 | pp4rosie#2007 | jek play la roja baila
[command] Kanoon’s Best Amigos | 2021-11-09 15:01:14.876454 | zearthz#2243 | jek play https://youtu.be/MH9xbm7vCas
[command] Kanoon’s Best Amigos | 2021-11-09 15:01:49.680426 | pp4rosie#2007 | jek leave
[command] Kanoon’s Best Amigos | 2021-11-09 15:02:06.612028 | zearthz#2243 | jek play https://youtu.be/MH9xbm7vCas
[command] Kanoon’s Best Amigos | 2021-11-09 15:05:49.037348 | zearthz#2243 | jek play https://youtu.be/-DHWYGlhzRg
[command] Kanoon’s Best Amigos | 2021-11-09 15:10:03.271704 | zearthz#2243 | jek play https://youtu.be/TNTNS5ao1jo
[command] Kanoon’s Best Amigos | 2021-11-09 15:14:31.534639 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=-Unh916mbFw
[command] Kanoon’s Best Amigos | 2021-11-09 15:44:12.860102 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=aN2gyX5JtPw
[command] Kanoon’s Best Amigos | 2021-11-09 15:45:54.701767 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=79LmpEoiz8o
[command] Kanoon’s Best Amigos | 2021-11-09 16:12:15.178694 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=sU3Q4R7NBzg
[command] Kanoon’s Best Amigos | 2021-11-09 17:29:50.327034 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=1Qnj_sCH0GU
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-10 03:24:29.790359 | QGIS#6129 | Jek redeem 30MILLIONKINGDOM
[command] GLHFGGEZ | 2021-11-10 10:27:45.010195 | เพื่อนมึงไง#5065 | jek  checkin
[command] GLHFGGEZ | 2021-11-10 10:27:52.137198 | แว่นแดง#5640 | jek checkin
[command] GLHFGGEZ | 2021-11-10 10:27:56.868982 | เพื่อนมึงไง#5065 | jek checkin]
[command] GLHFGGEZ | 2021-11-10 10:28:01.664006 | เพื่อนมึงไง#5065 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-10 10:28:02.008886 | แว่นแดง#5640 | jek checkin
[command] GLHFGGEZ | 2021-11-10 10:28:07.732019 | แว่นแดง#5640 | jek wallet
[command] GLHFGGEZ | 2021-11-10 10:28:13.369335 | แว่นแดง#5640 | jek bet
[command] GLHFGGEZ | 2021-11-10 10:28:36.527997 | แว่นแดง#5640 | jek match
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-10 17:09:13.356815 | QGIS#6129 | Jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-10 17:09:18.282642 | QGIS#6129 | Jek match
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 02:41:04.602341 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=SJcX9q03OPE
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 02:44:06.912235 | pp4rosie#2007 | jek play super idol dissy
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 04:29:10.253337 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=qyPsER7tA3k
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:13:12.944569 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=qB9iL_ex8ZI&t=2s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:15:21.430885 | pp4rosie#2007 | jek play https://youtu.be/4REbp0s_G9w
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:18:49.081573 | pp4rosie#2007 | jek play con te partiro
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:21:52.194863 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=7lhJ0LZtv3w
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:22:00.030665 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=DKpaKHUlyBY&t=153s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:32:14.217194 | pp4rosie#2007 | jek play staying alive
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:35:24.392199 | pp4rosie#2007 | jek play words
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:35:35.493048 | pp4rosie#2007 | jek play i started a joke
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:36:45.221552 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=dOOjioUXtf0
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:36:56.906631 | pp4rosie#2007 | jek leave
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:37:01.853631 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=dOOjioUXtf0
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:37:39.372982 | pp4rosie#2007 | jek bass
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:37:46.090068 | pp4rosie#2007 | jek help
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:41:35.570520 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=tvX3H5GteGE
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:48:12.660654 | pp4rosie#2007 | jek play https://youtu.be/cLKw-maRjUs
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:48:33.788879 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=tqxk6bOmJ2s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:48:48.791597 | pp4rosie#2007 | jek refresh
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:48:58.375668 | pp4rosie#2007 | jek resume
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:49:02.038064 | pp4rosie#2007 | jek play
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:50:10.178800 | pp4rosie#2007 | jek play l'internationale
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:52:37.094649 | QGIS#6129 | jek bibgang loser
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 05:52:47.184562 | QGIS#6129 | jek p bigbang loser
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 07:40:30.776063 | pp4rosie#2007 | jek play super idol dissy
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 11:51:41.057657 | pp4rosie#2007 | jek play 每当变幻时 温拿
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 11:52:25.478440 | pp4rosie#2007 | jek play 千载不变 温拿
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 11:58:16.002048 | pp4rosie#2007 | jek play 徐小凤 星
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 12:33:10.240275 | pp4rosie#2007 | jek play red sun in the sky
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 12:35:47.131862 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=0N8HPWJPR3k
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 13:00:27.668479 | pp4rosie#2007 | jek play super idol 低清
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 13:03:39.297430 | pp4rosie#2007 | jek play https://youtu.be/woFTMwLJilI
